application_id,requested_amount_usd,repayment_term_text,interest_rate_text,monthly_installment_usd,last_payment_amount_usd,risk_grade_band,risk_grade_detail,employment_tenure_text,housing_status,annual_income_usd,income_verification_status,origination_month,outcome_status,loan_purpose,region_code,debt_to_income_ratio,credit_score_low,credit_score_high,open_credit_lines,public_records_count,revolving_utilization_text
77170561,5000.0, 36 months,6.97,154.32,163.05,A,A3,1 year,MORTGAGE,30000.0,Source Verified,Apr-2016,Fully Paid,debt_consolidation,NE,16.56,720.0,724.0,5.0,0.0,0.7
130403527,8000.0, 36 months,9.43,256.01,253.74,B,B1,4 years,MORTGAGE,95000.0,Source Verified,Mar-2018,Fully Paid,home_improvement,AR,6.33,710.0,714.0,13.0,0.0,24.1
61472333,9600.0, 36 months,16.55,340.13,100.0,D,D2,< 1 year,MORTGAGE,28600.0,Verified,Oct-2015,Charged Off,car,NE,22.11,680.0,684.0,13.0,0.0,62.6
58281059,32000.0, 60 months,12.29,716.53,21910.49,C,C1,10+ years,MORTGAGE,130000.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,NY,15.78,685.0,689.0,20.0,0.0,59.0
9010431,16800.0, 36 months, 15.61 ,587.41,1174.82,D,D1,5 years,OWN,39600.0,Verified,Apr-2015,Charged Off,credit_card,CA,39.18,680.0,684.0,13.0,0.0,62.5
40350561,25000.0, 60 months,25.89,746.89,746.89,G,G3,5 years,RENT,127000.0,Source Verified,Jan-2015,Charged Off,moving,OR,12.82,680.0,684.0,6.0,1.0,34.0
62734777,24000.0, 60 months,7.89,485.38,485.38,A,A5,10+ years,OWN,100000.0,Not Verified,Oct-2015,Charged Off,debt_consolidation,UT,15.08,730.0,734.0,14.0,0.0,39.1
79531340,15000.0, 36 months,14.46,516.03,516.03,C,C4,10+ years,MORTGAGE,55000.0,Not Verified,May-2016,Charged Off,home_improvement,DE,44.77,675.0,679.0,29.0,0.0,49.3
65895319,18200.0, 36 months,5.32,548.09,12022.66,A,A1,3 years,MORTGAGE,55000.0,Not Verified,Dec-2015,Fully Paid,credit_card,PA,14.75,775.0,779.0,5.0,0.0,33.0
62187352,32000.0, 60 months,12.29,716.53,716.53,C,C1,< 1 year,MORTGAGE,126000.0,Verified,Oct-2015,Charged Off,debt_consolidation,PA,23.93,680.0,684.0,16.0,0.0,63.0
57684831,20875.0, 60 months,19.99,552.95,18215.02,E,E4,10+ years,RENT,58000.0,Verified,Aug-2015,Fully Paid,medical,PA,26.75,695.0,699.0,16.0,0.0,70.3
54178013,9000.0, 36 months,10.99,294.61,7572.69,B,B4,10+ years,MORTGAGE,95400.0,Not Verified,Jul-2015,Fully Paid,debt_consolidation,FL,14.26,695.0,699.0,13.0,0.0,51.5
80729460,7000.0, 36 months,17.27,250.52,642.08,D,D2,2 years,RENT,95000.0,Source Verified,May-2016,Charged Off,other,NY,16.23,660.0,664.0,8.0,0.0,39.4
59699507,16000.0, 36 months,7.26,495.94,495.85,A,A4,9 years,RENT,89000.0,Verified,Oct-2015,Fully Paid,debt_consolidation,TX,31.49,695.0,699.0,25.0,0.0,42.3
38456110,8000.0, 36 months,8.67,253.18,4137.96,B,B1,10+ years,MORTGAGE,62000.0,Not Verified,Jan-2015,Fully Paid,debt_consolidation,IL,33.99,720.0,724.0,14.0,0.0,55.7
561068,3600.0, 36 months,12.29,120.08,2103.29,C,C1,10+ years,RENT,145432.0,Not Verified,Aug-2015,Fully Paid,other,PA,20.53,700.0,704.0,9.0,0.0,78.7
55948900,5150.0, 36 months,17.57,185.08,185.08,D,D4,4 years,RENT,75000.0,Source Verified,Aug-2015,Charged Off,debt_consolidation,TX,18.26,660.0,664.0,10.0,1.0,84.4
67818343,35000.0, 36 months,14.48,1204.4,1204.08,C,C5,3 years,OWN,80000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,NY,17.01,670.0,674.0,17.0,2.0,38.4
46426805,20000.0, 36 months,6.92,616.82,3656.65,A,A4,4 years,MORTGAGE,53500.0,Source Verified,Apr-2015,Fully Paid,credit_card,MA,14.51,760.0,764.0,11.0,0.0,27.7
66501096,12000.0, 36 months, 7.89 ,375.43,375.34,A,A5,,MORTGAGE,62000.0,Not Verified,Dec-2015,Fully Paid,credit_card,GA,35.39,680.0,684.0,13.0,0.0,26.7
115279827,12500.0, 36 months,10.42,405.81,405.81,B,B3,10+ years,RENT,92400.0,Not Verified,Aug-2017,Charged Off,debt_consolidation,NJ,22.55,710.0,714.0,12.0,0.0,26.4
41139221,9550.0, 36 months,18.25,346.46,346.19,E,E1,10+ years,MORTGAGE,31900.0,Verified,Feb-2015,Fully Paid,debt_consolidation,OH,39.92,670.0,674.0,16.0,0.0,34.8
48608477,6400.0, 36 months,12.69,214.69,4912.62,C,C2,10+ years,MORTGAGE,34500.0,Not Verified,May-2015,Fully Paid,debt_consolidation,TN,6.47,665.0,669.0,8.0,0.0,45.0
59552596,3700.0, 36 months,12.69,124.12,124.12,C,C2,,RENT,54108.0,Verified,Sep-2015,Charged Off,debt_consolidation,CA,20.0,670.0,674.0,16.0,8.0,38.5
59299948,17525.0, 60 months,16.55,431.32,431.32,D,D2,10+ years,RENT,50000.0,Verified,Sep-2015,Charged Off,debt_consolidation,VA,14.47,685.0,689.0,8.0,0.0,40.4
65906060,15275.0, 36 months,14.48,525.64,525.64,C,C5,10+ years,MORTGAGE,36000.0,Verified,Dec-2015,Charged Off,debt_consolidation,CA,31.5,685.0,689.0,21.0,1.0,27.9
65593648,18425.0, 60 months,27.88,572.35,572.35,G,G3,2 years,MORTGAGE,51000.0,Verified,Dec-2015,Charged Off,debt_consolidation,WA,20.0,660.0,664.0,7.0,0.0,81.1
127179406,5000.0, 36 months,9.93,161.18,161.18,B,B2,5 years,MORTGAGE,141000.0,Source Verified,Jan-2018,Charged Off,debt_consolidation,DC,6.79,660.0,664.0,7.0,0.0,16.7
65774644,14000.0, 36 months,9.99,451.68,451.68,B,B3,8 years,MORTGAGE,89000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,MD,23.15,660.0,664.0,6.0,0.0,107.5
77228155,35000.0, 36 months,14.46,1204.06,1204.06,C,C4,9 years,RENT,90000.0,Verified,Apr-2016,Charged Off,small_business,CA,20.31,700.0,704.0,24.0,0.0,30.2
57618356,35000.0, 60 months,13.33,802.29,100.0,C,C3,3 years,OWN,85000.0,Source Verified,Aug-2015,Charged Off,debt_consolidation,MI,22.63,685.0,689.0,23.0,0.0,41.1
67317498,10650.0, 36 months,11.22,349.78,5551.48,B,B5,10+ years,MORTGAGE,65000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,TX,27.79,670.0,674.0,14.0,0.0,46.0
77160527,13500.0, 36 months,14.46,464.42,464.42,C,C4,,RENT,45000.0,Source Verified,Apr-2016,Charged Off,credit_card,FL,13.52,660.0,664.0,10.0,0.0,63.0
50557074,4725.0, 36 months,9.99,152.45,752.19,B,B3,7 years,MORTGAGE,46195.0,Verified,Jun-2015,Fully Paid,debt_consolidation,WI,34.32,665.0,669.0,17.0,0.0,71.3
40684454,20000.0, 36 months,7.89,625.72,8445.12,A,A5,< 1 year,MORTGAGE,85000.0,Source Verified,Feb-2015,Fully Paid,home_improvement,PA,7.23,790.0,794.0,6.0,0.0,10.3
40197290,35000.0, 60 months,12.39,785.48,785.48,C,C1,4 years,MORTGAGE,85000.0,Verified,Jan-2015,Charged Off,home_improvement,NC,7.19,795.0,799.0,6.0,0.0,24.0
77565533,7000.0, 36 months,9.75,225.05,225.05,B,B3,1 year,RENT,42000.0,Source Verified,Apr-2016,Charged Off,credit_card,CA,25.82,685.0,689.0,8.0,0.0,63.1
46613937,12000.0, 36 months,8.18,377.04,376.78,B,B1,6 years,MORTGAGE,130000.0,Not Verified,Jun-2015,Fully Paid,home_improvement,FL,13.91,695.0,699.0,10.0,1.0,58.9
41328599,3875.0, 36 months,13.33,131.19,2054.87,C,C3,4 years,MORTGAGE,28000.0,Source Verified,Apr-2015,Fully Paid,debt_consolidation,CA,22.07,665.0,669.0,15.0,0.0,39.0
68484618,7000.0, 36 months,9.17,223.16,150.0,B,B2,6 years,RENT,100143.0,Not Verified,Dec-2015,Charged Off,medical,WA,24.05,695.0,699.0,12.0,0.0,35.9
46692567,13000.0, 36 months, 7.89 ,406.72,9427.04,A,A5,< 1 year,MORTGAGE,140000.0,Source Verified,Apr-2015,Fully Paid,credit_card , TX ,bad,690.0,694.0,14.0,0.0, 76.3 
67266715,24000.0, 36 months,8.49,757.51,757.5,B,B1,2 years,RENT,98000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,OR,0.36,790.0,794.0,3.0,0.0,7.3
55961073,29900.0, 36 months, 18.25 ,1084.72,1084.72,E,E1,10+ years,RENT,65000.0,Source Verified,Jul-2015,Charged Off,debt_consolidation ,MA,16.88,695.0,699.0,12.0,1.0, 55.0 
127557558,16800.0, 36 months,6.08,511.7,7093.41,A,A2,10+ years,MORTGAGE,181000.0,Not Verified,Jan-2018,Fully Paid,credit_card,OK,6.36,790.0,794.0,13.0,0.0,13.1
130467266,6500.0, 36 months,7.96,203.57,4904.71,A,A5,,MORTGAGE,84000.0,Not Verified,Mar-2018,Fully Paid,car,NY,23.91,700.0,704.0,10.0,0.0,87.1
53734446,3800.0, 36 months,9.99,122.6,122.6,B,B3,10+ years,MORTGAGE,54000.0,Source Verified,Jul-2015,Charged Off,debt_consolidation,CA,18.71,665.0,669.0,13.0,0.0,75.8
50535212,35000.0, 36 months,18.55,1275.02,1431.25,E,E2,3 years,MORTGAGE,148800.0,Verified,Jun-2015,Fully Paid,debt_consolidation,VA,23.31,710.0,714.0,9.0,0.0,97.1
47018658,24000.0, 36 months,13.99,820.15,12064.33,C,C4,10+ years,RENT,104524.78,Source Verified,May-2015,Fully Paid,debt_consolidation,TN,18.6,660.0,664.0,8.0,0.0,92.8
59260701,7500.0, 36 months,6.24,228.99,1357.12,A,A2,10+ years,MORTGAGE,55000.0,Not Verified,Sep-2015,Fully Paid,home_improvement,MI,25.99,720.0,724.0,23.0,0.0,27.6
58330223,16000.0, 36 months,10.99,523.75,8754.12,B,B4,10+ years,MORTGAGE,135000.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,NY,8.63,695.0,699.0,12.0,0.0,19.0
77191776,35000.0, 60 months,9.75,739.35,18715.07,B,B3,2 years,RENT,105000.0,Source Verified,May-2016,Fully Paid,debt_consolidation,AZ,15.82,700.0,704.0,13.0,0.0,82.7
65844668,4000.0, 36 months,13.67,136.08,136.08,C,C4,,OWN,40000.0,Verified,Dec-2015,Charged Off,credit_card,MI,19.62,690.0,694.0,12.0,0.0,84.8
57315965,10000.0, 36 months,21.99,381.86,10032.07,F,F1,10+ years,OWN,37000.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,AR,21.44,700.0,704.0,6.0,1.0,27.9
48608292,16000.0, 60 months,8.18,325.81,10203.75,B,B1,10+ years,RENT,72000.0,Not Verified,May-2015,Fully Paid,debt_consolidation,CO,21.55,795.0,799.0,20.0,0.0,8.4
41730585,25000.0, 60 months,18.25,638.25,22840.68,E,E1,10+ years,MORTGAGE,124854.0,Source Verified,Mar-2015,Fully Paid,medical,CA,17.84,690.0,694.0,13.0,0.0,65.0
119938587,3500.0, 36 months,17.09,124.95,2673.62,D,D1,10+ years,OWN,164292.0,Not Verified,Sep-2017,Fully Paid,car,GA,13.23,695.0,699.0,11.0,0.0,73.4
41338527,21825.0, 60 months, 21.67 ,598.7,705.82,E,E5,1 year,RENT,52000.0,Source Verified,Mar-2015,Charged Off,debt_consolidation , CA ,bad,700.0,704.0,9.0,0.0, 64.4 
40452930,8000.0, 36 months,14.99,277.29,552.93,C,C5,3 years,RENT,28000.0,Verified,Feb-2015,Fully Paid,debt_consolidation,NY,31.85,665.0,669.0,10.0,0.0,34.0
49218433,6000.0, 36 months,7.26,185.98,1279.14,A,A4,3 years,MORTGAGE,86000.0,Source Verified,May-2015,Fully Paid,other,NJ,14.48,725.0,729.0,5.0,0.0,55.2
129232742,30000.0, 36 months,15.04,1040.55,1040.55,C,C4,10+ years,MORTGAGE,87000.0,Source Verified,Feb-2018,Charged Off,home_improvement,WI,14.94,755.0,759.0,7.0,0.0,31.1
59201500,16000.0, 36 months,13.33,541.65,541.65,C,C3,9 years,RENT,60000.0,Verified,Sep-2015,Charged Off,debt_consolidation,CA,19.55,675.0,679.0,10.0,0.0,73.5
80789643,18000.0, 60 months,10.49,386.81,18012.77,B,B3,1 year,RENT,143976.08,Not Verified,Jun-2016,Fully Paid,credit_card,NY,15.94,730.0,734.0,12.0,0.0,40.8
41079996,24000.0, 60 months,17.86,607.62,607.62,D,D5,7 years,rent,79400.0,Source Verified,Mar-2015,Charged Off,debt_consolidation,VA,25.51,680.0,684.0,9.0,0.0,90.9
46714853,8000.0, 36 months,9.17,255.04,255.04,B,B2,4 years,RENT,55000.0,Verified,Apr-2015,Charged Off,credit_card,KY,23.37,705.0,709.0,22.0,0.0,21.9
55969537,9000.0, 36 months,13.33,304.68,304.68,C,C3,2 years,RENT,32000.0,Source Verified,Aug-2015,Charged Off,other,CA,14.18,695.0,699.0,7.0,0.0,98.1
113165213,15000.0, 60 months,13.59,345.85,345.85,C,C2,3 years,own,86000.0,Not Verified,Jul-2017,Charged Off,debt_consolidation,TN,18.22,720.0,724.0,20.0,0.0,25.2
50507970,31500.0, 60 months,13.33,722.06,722.06,C,C3,< 1 year,RENT,63000.0,Verified,Jun-2015,Charged Off,debt_consolidation,FL,31.63,675.0,679.0,28.0,0.0,48.1
56062568,13125.0, 36 months,7.89,410.63,410.63,A,A5,8 years,MORTGAGE,46436.0,Source Verified,Aug-2015,Charged Off,debt_consolidation,MA,23.73,680.0,684.0,10.0,0.0,71.3
79895739,13525.0, 36 months,18.99,495.71,495.71,D,D4,10+ years,RENT,45000.0,Not Verified,May-2016,Charged Off,debt_consolidation,CA,21.09,670.0,674.0,5.0,1.0,85.0
45018008,35000.0, 60 months,17.57,880.61,880.61,D,D4,10+ years,MORTGAGE,250000.0,Source Verified,Apr-2015,Charged Off,credit_card,FL,8.78,665.0,669.0,10.0,1.0,85.4
76284371,8000.0, 36 months,10.75,260.97,5252.6,B,B4,3 years,MORTGAGE,56000.0,Source Verified,Apr-2016,Fully Paid,debt_consolidation,CO,20.32,665.0,669.0,11.0,0.0,51.2
78529517,15000.0, 36 months,13.67,510.27,510.27,C,C3,10+ years,mortgage,95000.0,Source Verified,May-2016,Charged Off,debt_consolidation,CA,11.69,665.0,669.0,12.0,0.0,84.4
65695762,12000.0, 60 months,12.05,267.24,7552.3,C,C1,2 years,MORTGAGE,53000.0,Not Verified,Nov-2015,Fully Paid,debt_consolidation,TX,12.84,680.0,684.0,7.0,0.0,56.4
127064949,25000.0, 60 months,20.0,662.35,700.0,D,D4,6 years,MORTGAGE,98000.0,Source Verified,Jan-2018,Charged Off,debt_consolidation,MA,27.35,675.0,679.0,20.0,0.0,72.7
80721228,11200.0, 36 months,11.99,371.95,915.07,C,C1,8 years,RENT,88500.0,Verified,Jun-2016,Fully Paid,debt_consolidation,AZ,23.29,690.0,694.0,8.0,0.0,82.3
43469915,3825.0, 36 months,13.33,129.49,129.41,C,C3,4 years,MORTGAGE,60000.0,Not Verified,Mar-2015,Fully Paid,home_improvement,PA,15.16,670.0,674.0,7.0,1.0,61.0
49924730,16000.0, 60 months,13.33,366.76,366.76,C,C3,9 years,RENT,52000.0,Source Verified,May-2015,Charged Off,debt_consolidation,NY,27.21,690.0,694.0,7.0,0.0,44.8
116713787,20000.0, 36 months,19.03,733.43,733.43,D,D3,,MORTGAGE,53000.0,Not Verified,Sep-2017,Charged Off,debt_consolidation,FL,25.61,710.0,714.0,8.0,0.0,42.2
65209394,10000.0, 60 months,14.33,234.4,234.4,C,C5,< 1 year,RENT,55000.0,Not Verified,Nov-2015,Charged Off,credit_card,MI,17.15,665.0,669.0,9.0,3.0,45.3
127031202,35000.0, 36 months,6.08,1066.04,31710.38,A,A2,< 1 year,RENT,130000.0,Source Verified,Jan-2018,Fully Paid,debt_consolidation,CO,7.61,775.0,779.0,8.0,0.0,8.9
56117745,3500.0, 36 months,13.99,119.61,119.61,C,C4,,MORTGAGE,19812.0,Source Verified,Jul-2015,Charged Off,debt_consolidation,OR,28.53,670.0,674.0,8.0,1.0,57.8
42323266,10200.0, 60 months,18.25,260.41,0.0,E,E1,8 years,RENT,45000.0,Source Verified,Mar-2015,Charged Off,debt_consolidation,LA,22.24,735.0,739.0,10.0,0.0,5.8
115190112,35000.0, 60 months,19.03,908.5,908.5,D,D3,10+ years,MORTGAGE,95700.0,Source Verified,Aug-2017,Charged Off,debt_consolidation,NJ,19.37,690.0,694.0,15.0,0.0,80.6
60686945,24000.0, 36 months,8.18,754.07,19990.08,B,B1,6 years,MORTGAGE,85000.0,Source Verified,Sep-2015,Fully Paid,credit_card,OR,16.14,665.0,669.0,15.0,0.0,70.0
118258918,20000.0, 60 months,13.59,461.13,461.13,C,C2,3 years,RENT,185000.0,Source Verified,Sep-2017,Charged Off,debt_consolidation,CA,25.01,660.0,664.0,24.0,0.0,72.5
50506099,16000.0, 36 months, 9.99 ,516.2,7360.14,B,B3,10+ years,RENT,40000.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation ,IL,11.01,695.0,699.0,4.0,0.0, 56.2 
38656133,14450.0, 60 months,20.99,390.84,390.84,E,E4,3 years,MORTGAGE,51000.0,Verified,Jan-2015,Charged Off,debt_consolidation,MD,32.05,665.0,669.0,37.0,1.0,33.7
51846542,7475.0, 36 months,12.29,249.32,4539.78,C,C1,10+ years,MORTGAGE,48000.0,Not Verified,Jun-2015,Fully Paid,debt_consolidation,CA,23.0,725.0,729.0,9.0,0.0,55.9
63509275,10000.0, 60 months,15.61,241.12,8347.21,D,D1,< 1 year,OWN,28000.0,Not Verified,Oct-2015,Fully Paid,credit_card,NH,28.2,660.0,664.0,5.0,0.0,68.2
112930827,12000.0, 36 months,10.91,392.36,7218.52,B,B4,10+ years,MORTGAGE,110000.0,Source Verified,Jul-2017,Fully Paid,debt_consolidation,CA,31.44,690.0,694.0,25.0,0.0,15.0
119975314,35000.0, 60 months,16.02,851.51,33627.27,C,C5,< 1 year,MORTGAGE,60000.0,Source Verified,Sep-2017,Fully Paid,home_improvement,NY,25.04,725.0,729.0,21.0,0.0,6.4
76191200,18000.0, 36 months,6.97,555.55,9056.12,A,A3,10+ years,MORTGAGE,57037.0,Not Verified,Apr-2016,Fully Paid,debt_consolidation,TX,34.84,675.0,679.0,8.0,0.0,51.2
38331994,15000.0, 36 months,8.67,474.7,474.7,B,B1,8 years,MORTGAGE,37000.0,Not Verified,Jan-2015,Charged Off,debt_consolidation,FL,19.29,695.0,699.0,6.0,0.0,57.0
41039437,16000.0, 60 months,14.65,377.71,380.0,C,C5,1 year,RENT,80000.0,Source Verified,Feb-2015,Charged Off,credit_card,GA,25.52,660.0,664.0,9.0,0.0,80.5
118330278,15000.0, 36 months,23.88,587.55,587.55,E,E2,,MORTGAGE,55000.0,Verified,Sep-2017,Charged Off,home_improvement,TN,8.68,670.0,674.0,6.0,0.0,71.0
56914943,15000.0, 60 months,13.33,343.84,343.84,C,C3,10+ years,RENT,82000.0,Source Verified,Aug-2015,Charged Off,debt_consolidation,CA,16.7,660.0,664.0,10.0,1.0,82.9
52829036,10000.0, 36 months,12.69,335.45,9240.19,C,C2,4 years,MORTGAGE,310000.0,Verified,Jun-2015,Fully Paid,medical,PA,15.88,715.0,719.0,25.0,0.0,78.2
39639514,10000.0, 36 months,15.99,351.53,9104.97,D,D2,4 years,OWN,45000.0,Source Verified,Jan-2015,Fully Paid,debt_consolidation,PA,26.56,680.0,684.0,12.0,0.0,68.7
56592220,7200.0, 36 months,12.29,240.15,240.15,C,C1,2 years,OWN,42000.0,Source Verified,Aug-2015,Charged Off,debt_consolidation,AZ,25.06,675.0,679.0,11.0,0.0,58.3
40198142,30000.0, 36 months,15.99,1054.57,1054.24,D,D2,,RENT,109000.0,Verified,Feb-2015,Fully Paid,debt_consolidation,CA,19.56,665.0,669.0,21.0,0.0,63.5
77400325,2000.0, 36 months,16.29,70.61,70.61,D,D1,8 years,MORTGAGE,98000.0,Not Verified,Apr-2016,Charged Off,vacation,NV,29.45,680.0,684.0,18.0,0.0,64.8
44086807,8000.0, 36 months,15.61,279.72,50.0,D,D1,,OWN,,Verified,Apr-2015,Charged Off,other,PA,28.28,675.0,679.0,10.0,0.0,66.1
46813814,12275.0, 60 months,15.61,295.97,6374.09,D,D1,10+ years,MORTGAGE,89000.0,Not Verified,Apr-2015,Fully Paid,debt_consolidation,KY,12.19,670.0,674.0,15.0,0.0,71.4
57335971,12000.0, 36 months,13.33,406.24,406.24,C,C3,9 years,RENT,40000.0,Source Verified,Aug-2015,Charged Off,debt_consolidation,CA,24.84,665.0,669.0,10.0,1.0,70.7
59411476,24000.0, 36 months,14.65,827.87,827.87,C,C5,2 years,RENT,75000.0,Verified,Sep-2015,Charged Off,debt_consolidation,MO,23.25,690.0,694.0,18.0,0.0,68.0
66086938,6000.0, 36 months,13.18,202.69,5931.8,C,C3,9 years,MORTGAGE,57044.0,Verified,Dec-2015,Fully Paid,debt_consolidation,SC,30.23,690.0,694.0,14.0,0.0,97.7
63388937,6000.0, 36 months,6.24,183.19,183.19,A,A2,10+ years,RENT,45000.0,Not Verified,Oct-2015,Charged Off,credit_card,VA,17.68,710.0,714.0,12.0,0.0,47.1
57206571,6200.0, 36 months,6.24,189.3,5110.57,A,A2,10+ years,MORTGAGE,88000.0,Verified,Aug-2015,Fully Paid,medical,CA,0.55,815.0,819.0,6.0,0.0,3.9
40353319,35000.0, 36 months,16.49,1238.98,1238.98,D,D3,9 years,MORTGAGE,156000.0,Source Verified,Feb-2015,Charged Off,small_business,CA,6.63,660.0,664.0,10.0,6.0,56.0
51155405,10000.0, 36 months,5.32,301.15,7959.69,A,A1,10+ years,MORTGAGE,51000.0,Not Verified,Jun-2015,Fully Paid,debt_consolidation,KS,19.98,790.0,794.0,12.0,0.0,26.5
59079709,6600.0, 36 months,12.29,220.13,3456.86,C,C1,9 years,RENT,49000.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,FL,12.4,685.0,689.0,8.0,1.0,44.6
42915035,11200.0, 36 months,12.29,373.56,5243.98,C,C1,10+ years,MORTGAGE,45000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,MN,21.39,680.0,684.0,14.0,0.0,47.6
54868315,21400.0, 60 months,19.19,557.37,16115.25,E,E3,10+ years,MORTGAGE,60000.0,Verified,Jul-2015,Fully Paid,debt_consolidation,MI,33.48,710.0,714.0,17.0,1.0,30.6
65079182,16000.0, 36 months,11.49,527.55,529.11,B,B5,2 years,RENT,75000.0,Verified,Nov-2015,Fully Paid,credit_card,GA,34.51,670.0,674.0,16.0,0.0,91.7
39612352,22000.0, 36 months,7.49,684.24,684.07,A,A4,10+ years,MORTGAGE,60213.0,Source Verified,Jan-2015,Fully Paid,credit_card,WA,22.14,725.0,729.0,8.0,0.0,88.1
80661253,15900.0, 36 months,15.31,553.6,300.0,C,C5,10+ years,RENT,40000.0,Source Verified,Jun-2016,Charged Off,debt_consolidation,CT,13.86,680.0,684.0,12.0,0.0,82.4
48010406,7500.0, 36 months,8.18,235.65,7020.67,B,B1,10+ years,RENT,53560.0,Not Verified,May-2015,Fully Paid,debt_consolidation,CA,14.32,660.0,664.0,6.0,0.0,53.2
41960363,7000.0, 36 months,15.61,244.76,3957.58,D,D1,10+ years,RENT,28723.2,Not Verified,Mar-2015,Fully Paid,debt_consolidation,NY,14.92,720.0,724.0,5.0,0.0,73.4
62924185,14400.0, 60 months,13.99,334.99,50.0,C,C4,2 years,MORTGAGE,33000.0,Source Verified,Nov-2015,Charged Off,debt_consolidation,NY,27.27,710.0,714.0,13.0,0.0,34.8
54858675,3000.0, 36 months,9.17,95.64,95.51,B,B2,< 1 year,RENT,60000.0,Not Verified,Jul-2015,Fully Paid,credit_card,OH,5.8,690.0,694.0,11.0,0.0,26.0
39612324,16500.0, 60 months,8.67,339.88,339.88,B,B1,8 years,MORTGAGE,117000.0,Not Verified,Jan-2015,Charged Off,credit_card,AL,21.91,675.0,679.0,13.0,0.0,93.6
63509066,14100.0, 36 months,12.69,472.99,7469.75,C,C2,10+ years,MORTGAGE,68500.0,Verified,Nov-2015,Fully Paid,debt_consolidation,SD,28.94,675.0,679.0,13.0,0.0,80.5
77695692,11000.0, 36 months,15.31,383.0,1168.15,C,C5,10+ years,RENT,83000.0,Verified,Apr-2016,Charged Off,credit_card,CA,20.58,665.0,669.0,14.0,0.0,77.3
113670501,2000.0, 36 months,19.03,73.35,1223.92,D,D3,< 1 year,OWN,30000.0,Not Verified,Aug-2017,Fully Paid,other,NC,8.52,680.0,684.0,6.0,0.0,43.1
67335199,12000.0, 60 months,13.18,274.15,274.15,C,C3,1 year,RENT,47000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,MS,13.33,710.0,714.0,7.0,0.0,31.3
42273435,21000.0, 36 months,13.99,717.63,8111.89,C,C4,< 1 year,MORTGAGE,105000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,CA,21.04,700.0,704.0,20.0,0.0,38.9
42495061,9875.0, 36 months,16.55,349.87,2679.63,D,D2,10+ years,MORTGAGE,55000.0,Not Verified,Mar-2015,Fully Paid,debt_consolidation,GA,17.22,665.0,669.0,7.0,0.0,88.0
67808516,20000.0, 60 months,16.55,492.23,534.02,D,D2,8 years,RENT,65000.0,Source Verified,Dec-2015,Charged Off,credit_card,CA,32.59,680.0,684.0,9.0,0.0,74.6
65616013,6800.0, 36 months,16.99,242.41,6794.13,D,D3,3 years,MORTGAGE,85000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,NV,10.59,660.0,664.0,6.0,1.0,63.4
65343748,20000.0, 36 months,14.33,686.77,686.77,C,C5,6 years,RENT,67000.0,Verified,Nov-2015,Charged Off,debt_consolidation,PA,26.17,665.0,669.0,15.0,0.0,34.6
77399116,8025.0, 36 months, 10.75 ,261.78,1289.19,B,B4,10+ years,OWN,27123.2,Verified,Apr-2016,Fully Paid,debt_consolidation , AZ ,,680.0,684.0,6.0,0.0, 76.4 
67376445,25000.0, 60 months,16.55,615.29,615.29,D,D2,10+ years,MORTGAGE,70000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,IL,22.75,690.0,694.0,20.0,0.0,58.8
44025362,16000.0, 36 months,9.99,516.2,516.2,B,B3,10+ years,RENT,87500.0,Source Verified,Mar-2015,Fully Paid,credit_card,MI,21.11,670.0,674.0,18.0,0.0,78.9
59280027,11000.0, 36 months,11.53,362.9,362.9,B,B5,4 years,RENT,45000.0,Verified,Aug-2015,Charged Off,debt_consolidation,NC,27.49,670.0,674.0,8.0,0.0,45.0
80690075,35000.0, 36 months,20.99,1318.45,30327.16,E,E1,6 years,MORTGAGE,137500.0,Verified,May-2016,Fully Paid,debt_consolidation,IL,15.33,670.0,674.0,12.0,0.0,87.9
64039316,16000.0, 36 months,7.26,495.94,495.94,A,A4,10+ years,RENT,32000.0,Source Verified,Nov-2015,Charged Off,debt_consolidation,LA,29.52,730.0,734.0,13.0,0.0,47.6
39742511,1000.0, 36 months, 14.31 ,34.33,675.26,C,C4,10+ years,RENT,60000.0,Not Verified,Jan-2015,Fully Paid,debt_consolidation , NY ,None,730.0,734.0,8.0,0.0, 61.8 
128064135,1800.0, 36 months,9.44,57.61,1317.65,B,B1,5 years,MORTGAGE,40000.0,Verified,Feb-2018,Fully Paid,credit_card,TX,12.51,685.0,689.0,16.0,0.0,15.5
129557389,4000.0, 36 months,19.42,147.48,147.48,D,D3,6 years,MORTGAGE,60000.0,Verified,Mar-2018,Charged Off,moving,GA,28.32,690.0,694.0,16.0,1.0,40.3
